000000,1,1367.1739130434783,536.780487804878,0.7536347508430481
000000,2,1437.391304347826,667.9024390243902,0.8054739236831665
000000,3,1404.3478260869565,602.3414634146342,0.5991031527519226
000000,4,1301.086956521739,667.9024390243902,0.7505958080291748
000000,5,1168.9130434782608,733.4634146341464,0.7709646821022034
000000,6,1499.3478260869565,737.5609756097562,0.5907055139541626
000000,7,1470.4347826086955,905.5609756097562,0.6622412204742432
000000,8,1334.1304347826085,934.2439024390244,0.8529496192932129
000000,9,1301.086956521739,803.1219512195122,0.6200991272926331
000000,10,1201.9565217391303,938.3414634146342,0.822260320186615
000000,11,1268.0434782608695,1036.6829268292684,0.5520172119140625
000000,12,1367.1739130434783,901.4634146341464,0.5603144764900208
000000,13,1268.0434782608695,1032.5853658536585,0.5275889039039612
000000,14,1268.0434782608695,1106.341463414634,0.6883149743080139
000000,15,1371.3043478260868,532.6829268292684,0.22686327993869781
000000,16,1371.3043478260868,536.780487804878,0.7647995948791504
000000,18,1437.391304347826,602.3414634146342,0.6480237245559692
000001,1,1338.2608695652173,565.4634146341464,0.7267337441444397
000001,2,1437.391304347826,667.9024390243902,0.7948618531227112
000001,3,1400.2173913043478,602.3414634146342,0.6299960613250732
000001,4,1272.1739130434783,667.9024390243902,0.7219027876853943
000001,5,1168.9130434782608,700.6829268292684,0.8442237973213196
000001,6,1470.4347826086955,766.2439024390244,0.6240777373313904
000001,7,1470.4347826086955,934.2439024390244,0.8031404614448547
000001,8,1334.1304347826085,934.2439024390244,0.8703794479370117
000001,9,1272.1739130434783,835.9024390243902,0.6884929537773132
000001,10,1168.9130434782608,938.3414634146342,0.876908004283905
000001,11,1201.9565217391303,1036.6829268292684,0.7117476463317871
000001,12,1338.2608695652173,901.4634146341464,0.51133793592453
000001,13,1268.0434782608695,1003.9024390243902,0.6534466743469238
000001,14,1268.0434782608695,1102.2439024390244,0.7424209713935852
000001,16,1367.1739130434783,565.4634146341464,0.6588175892829895
000001,18,1437.391304347826,602.3414634146342,0.6077219843864441
000002,1,1334.1304347826085,565.4634146341464,0.7093834280967712
000002,2,1433.2608695652173,667.9024390243902,0.7266322374343872
000002,3,1371.3043478260868,602.3414634146342,0.57644122838974
000002,4,1268.0434782608695,667.9024390243902,0.7599054574966431
000002,5,1135.8695652173913,700.6829268292684,0.7683070302009583
000002,6,1470.4347826086955,737.5609756097562,0.5959095358848572
000002,7,1470.4347826086955,934.2439024390244,0.7541234493255615
000002,8,1305.2173913043478,938.3414634146342,0.7228772044181824
000002,9,1268.0434782608695,835.9024390243902,0.6880359053611755
000002,10,1168.9130434782608,938.3414634146342,0.7467979788780212
000002,11,1168.9130434782608,1069.4634146341464,0.8737044334411621
